8.0,150
5.0,200
5.0,200
8.0,150
5.0,200
5.0,200
8.0,150
5.0,200
5.0,200
8.0,150
5.0,200
5.0,200
1.0,200
1.0,100
1.0,200
1.0,200
1.0,100
1.0,200
1.0,200
1.0,100
1.0,200
1.0,200
1.0,100
1.0,200
17.0,100
8.0,250
9.0,250
17.0,100
8.0,250
9.0,250
17.0,100
8.0,250
9.0,250
17.0,100
8.0,250
9.0,250
13.0,50
14.0,50
9.0,150
13.0,50
14.0,50
9.0,150
13.0,50
14.0,50
9.0,150
13.0,50
14.0,50
9.0,150
